station_id,name,district_id,latitude,longitude,station_code
81,Durgapur Women PS,1,12.896936,77.717048,KA-01-0081
82,Bengaluru City PS,1,12.948673,77.527604,KA-01-0082
83,Mysore City PS,1,12.860846,77.738539,KA-01-0083
84,Bhubaneswar Rural PS,1,12.987104,77.572906,KA-01-0084
85,Bengaluru City PS,1,13.105115,77.651906,KA-01-0085
86,Kozhikode Rural PS,1,13.071979,77.619353,KA-01-0086
87,Kavali Rural PS,1,12.834149,77.553995,KA-01-0087
88,Kharagpur Market PS,1,12.833568,77.551943,KA-01-0088
89,Bengaluru West PS,1,12.852438,77.678635,KA-01-0089
90,Kavali Railway PS,1,13.007798,77.490966,KA-01-0090
91,Dehri Traffic PS,1,13.114462,77.687832,KA-01-0091
92,Bengaluru Economic Offences PS,1,13.042569,77.544256,KA-01-0092
93,Begusarai Economic Offences PS,1,13.080819,77.687825,KA-01-0093
94,Bengaluru Women PS,1,13.031983,77.559363,KA-01-0094
95,Raipur City PS,1,12.88833,77.689576,KA-01-0095
96,Mau North PS,1,13.067761,77.705997,KA-01-0096
97,Bengaluru Traffic PS,1,12.879539,77.543079,KA-01-0097
98,Bengaluru Railway PS,1,13.053598,77.549944,KA-01-0098
99,Durg South PS,1,13.115945,77.605465,KA-01-0099
100,Bengaluru City PS,1,13.11272,77.49817,KA-01-0100
101,Bengaluru Women PS,1,13.000571,77.548306,KA-01-0101
102,Sangli-Miraj & Kupwad Market PS,1,13.003463,77.598027,KA-01-0102
103,Delhi Economic Offences PS,1,12.878624,77.457916,KA-01-0103
104,Bengaluru Economic Offences PS,1,13.099273,77.606136,KA-01-0104
105,Orai Central PS,1,13.042711,77.503711,KA-01-0105
106,Bengaluru Economic Offences PS,1,13.020871,77.54366,KA-01-0106
107,Guna Cyber PS,1,12.858988,77.714614,KA-01-0107
108,Bihar Sharif South PS,1,12.944118,77.56532,KA-01-0108
109,Jamnagar Women PS,1,12.879152,77.644079,KA-01-0109
110,Nanded Economic Offences PS,1,13.092442,77.629254,KA-01-0110
111,Khora  Women PS,1,13.071718,77.535762,KA-01-0111
112,Unnao Traffic PS,1,12.995595,77.641012,KA-01-0112
113,Gorakhpur North PS,1,13.024288,77.597952,KA-01-0113
114,Aizawl Market PS,1,13.060407,77.495507,KA-01-0114
115,Bengaluru Town PS,1,13.020756,77.630378,KA-01-0115
116,Howrah Town PS,1,13.046941,77.646439,KA-01-0116
117,Tezpur Traffic PS,1,12.865806,77.458464,KA-01-0117
118,Guwahati North PS,1,13.052147,77.581225,KA-01-0118
119,Coimbatore West PS,1,13.037104,77.559794,KA-01-0119
120,Bengaluru Economic Offences PS,1,13.018417,77.446263,KA-01-0120
121,Warangal Market PS,1,13.08724,77.678126,KA-01-0121
122,Bengaluru Traffic PS,1,13.10899,77.599987,KA-01-0122
123,Jamalpur City PS,1,13.096841,77.481008,KA-01-0123
124,Bilaspur Rural PS,1,13.021873,77.740968,KA-01-0124
125,Rajpur Sonarpur East PS,1,13.048175,77.577372,KA-01-0125
126,Bijapur Railway PS,1,12.973033,77.693771,KA-01-0126
127,Dindigul South PS,1,12.869347,77.703048,KA-01-0127
128,Bengaluru North PS,1,12.895772,77.635898,KA-01-0128
129,Hazaribagh Market PS,1,12.966979,77.516374,KA-01-0129
130,Bengaluru North PS,1,12.907318,77.526115,KA-01-0130
131,Jamshedpur Cyber PS,1,12.845773,77.489849,KA-01-0131
132,Kamarhati Economic Offences PS,1,13.033526,77.463869,KA-01-0132
133,Sonipat Economic Offences PS,1,12.961377,77.46328,KA-01-0133
134,Giridih Railway PS,1,13.093052,77.619824,KA-01-0134
135,Bengaluru Central PS,1,13.085797,77.617307,KA-01-0135
136,Bengaluru North PS,1,12.927128,77.670643,KA-01-0136
137,Giridih Railway PS,1,13.072319,77.606066,KA-01-0137
138,Chennai Central PS,1,13.002576,77.510762,KA-01-0138
139,Bengaluru Traffic PS,1,12.967293,77.561257,KA-01-0139
140,Allahabad West PS,1,12.942895,77.494113,KA-01-0140
141,Jabalpur North PS,1,13.115817,77.604837,KA-01-0141
142,Bathinda Economic Offences PS,1,13.0205,77.469784,KA-01-0142
143,Bengaluru Economic Offences PS,1,12.96011,77.459685,KA-01-0143
144,Kottayam Economic Offences PS,1,12.95801,77.54585,KA-01-0144
145,Bengaluru Economic Offences PS,1,13.106961,77.571069,KA-01-0145
146,Bengaluru Railway PS,1,12.827415,77.606426,KA-01-0146
147,Bengaluru Cyber PS,1,12.842186,77.731786,KA-01-0147
148,Alwar City PS,1,13.106484,77.504408,KA-01-0148
149,Kakinada City PS,1,12.893163,77.586668,KA-01-0149
150,Aurangabad Town PS,1,12.886989,77.654439,KA-01-0150
151,Latur Market PS,1,13.003368,77.73372,KA-01-0151
152,Bengaluru Central PS,1,13.06739,77.734016,KA-01-0152
153,Vellore Town PS,1,13.100266,77.617339,KA-01-0153
154,Bareilly Economic Offences PS,1,13.036104,77.467399,KA-01-0154
155,Chinsurah Central PS,1,12.894455,77.653758,KA-01-0155
156,Bhusawal Women PS,1,13.001723,77.480917,KA-01-0156
157,Bhind East PS,1,12.925761,77.573113,KA-01-0157
158,Bengaluru Cyber PS,1,13.015863,77.448396,KA-01-0158
159,Navi Mumbai Economic Offences PS,1,12.853262,77.732836,KA-01-0159
160,Sambhal West PS,1,12.959522,77.490497,KA-01-0160
161,Moradabad Rural PS,1,13.111242,77.525625,KA-01-0161
162,Nellore Market PS,1,13.053992,77.584062,KA-01-0162
163,Jorhat Railway PS,1,12.902119,77.700114,KA-01-0163
164,Kolhapur Railway PS,1,12.905278,77.579841,KA-01-0164
165,South Dumdum Market PS,1,13.0047,77.558297,KA-01-0165
166,Surendranagar Dudhrej City PS,1,12.919104,77.590865,KA-01-0166
167,Aurangabad Cyber PS,1,12.923702,77.708696,KA-01-0167
168,Jamalpur Central PS,1,12.988337,77.599588,KA-01-0168
169,Bengaluru Traffic PS,1,13.037622,77.591173,KA-01-0169
170,Bengaluru Market PS,1,12.964428,77.658153,KA-01-0170
171,Dhanbad North PS,1,12.849516,77.511079,KA-01-0171
172,Bengaluru Central PS,1,13.020788,77.555306,KA-01-0172
173,Tiruchirappalli South PS,1,12.949251,77.668381,KA-01-0173
174,Rourkela Cyber PS,1,12.957724,77.536587,KA-01-0174
175,Bengaluru Traffic PS,1,12.879375,77.480466,KA-01-0175
176,Shivpuri South PS,1,13.028649,77.502062,KA-01-0176
177,Kakinada Central PS,1,13.038976,77.737582,KA-01-0177
178,Allahabad South PS,1,13.115753,77.694389,KA-01-0178
179,Bengaluru Women PS,1,12.875432,77.448845,KA-01-0179
180,Bengaluru South PS,1,12.835255,77.460958,KA-01-0180
181,Nadiad Women PS,1,12.859484,77.705138,KA-01-0181
182,Bengaluru North PS,1,12.82528,77.529902,KA-01-0182
183,Pali North PS,2,13.131009,77.440413,KA-02-0183
184,Malda Railway PS,2,13.322335,77.545212,KA-02-0184
185,Bhusawal Town PS,2,13.281635,77.470518,KA-02-0185
186,Bhatpara Market PS,2,13.166851,77.723175,KA-02-0186
187,Sagar Town PS,2,13.200552,77.603838,KA-02-0187
188,Bengaluru East PS,2,13.232472,77.560154,KA-02-0188
189,Bengaluru North PS,2,13.252258,77.553649,KA-02-0189
190,Howrah East PS,2,13.258589,77.647027,KA-02-0190
191,Bengaluru Market PS,2,13.139008,77.623128,KA-02-0191
192,Bengaluru Rural PS,2,13.241298,77.47196,KA-02-0192
193,Satara Economic Offences PS,2,13.253843,77.512378,KA-02-0193
194,Bengaluru Traffic PS,2,13.160516,77.682882,KA-02-0194
195,Dhanbad Town PS,2,13.352873,77.661348,KA-02-0195
196,Ambala West PS,2,13.316872,77.484346,KA-02-0196
197,Howrah Town PS,2,13.26999,77.697523,KA-02-0197
198,Bengaluru Railway PS,2,13.093591,77.662789,KA-02-0198
199,Gaya East PS,2,13.246462,77.511583,KA-02-0199
200,Hindupur Town PS,2,13.166927,77.545753,KA-02-0200
201,Noida Women PS,2,13.223839,77.449133,KA-02-0201
202,Jamshedpur City PS,2,13.29606,77.606114,KA-02-0202
203,Bengaluru City PS,2,13.364273,77.675788,KA-02-0203
204,Adoni East PS,2,13.081924,77.654428,KA-02-0204
205,Mysuru Railway PS,3,12.15787,76.716281,KA-03-0205
206,Udupi North PS,3,12.278469,76.572847,KA-03-0206
207,Gurgaon East PS,3,12.390073,76.780117,KA-03-0207
208,Bhilwara North PS,3,12.245793,76.69044,KA-03-0208
209,Mysuru Railway PS,3,12.269294,76.638041,KA-03-0209
210,Satara West PS,3,12.38987,76.654429,KA-03-0210
211,Mysuru North PS,3,12.22152,76.524176,KA-03-0211
212,Bilaspur Market PS,3,12.300179,76.785836,KA-03-0212
213,Mira-Bhayandar West PS,3,12.284393,76.505661,KA-03-0213
214,Berhampore South PS,3,12.372733,76.677023,KA-03-0214
215,Mysuru Market PS,3,12.225917,76.528704,KA-03-0215
216,Srinagar Women PS,3,12.355275,76.525828,KA-03-0216
217,Berhampore West PS,3,12.217589,76.536913,KA-03-0217
218,Mysuru South PS,3,12.268197,76.55681,KA-03-0218
219,Srinagar Railway PS,3,12.284234,76.52464,KA-03-0219
220,Mysuru Railway PS,3,12.425596,76.576958,KA-03-0220
221,Mysuru Central PS,3,12.396217,76.783473,KA-03-0221
222,Guna Traffic PS,3,12.189193,76.546583,KA-03-0222
223,Mira-Bhayandar East PS,3,12.409598,76.748608,KA-03-0223
224,Coimbatore Women PS,3,12.402124,76.591363,KA-03-0224
225,Uluberia Market PS,3,12.391965,76.574252,KA-03-0225
226,Sangli-Miraj & Kupwad Women PS,3,12.319777,76.687382,KA-03-0226
227,Mysuru Railway PS,3,12.307374,76.592937,KA-03-0227
228,Tinsukia South PS,3,12.258963,76.769256,KA-03-0228
229,Mysuru Railway PS,3,12.35505,76.660939,KA-03-0229
230,Pudukkottai Traffic PS,3,12.269033,76.584853,KA-03-0230
231,Begusarai North PS,3,12.389223,76.605224,KA-03-0231
232,Vasai-Virar West PS,4,15.895306,74.393332,KA-04-0232
233,Belagavi City PS,4,15.989306,74.447298,KA-04-0233
234,Bilaspur Town PS,4,15.831792,74.505485,KA-04-0234
235,Belagavi North PS,4,15.742947,74.60898,KA-04-0235
236,Belagavi Rural PS,4,15.934158,74.427207,KA-04-0236
237,Aligarh East PS,4,15.894651,74.60323,KA-04-0237
238,Darbhanga Railway PS,4,15.859787,74.633942,KA-04-0238
239,Mahbubnagar West PS,4,15.927521,74.609415,KA-04-0239
240,Tiruvottiyur City PS,4,15.770131,74.55302,KA-04-0240
241,Bilaspur Women PS,4,15.92373,74.477891,KA-04-0241
242,Chandrapur Town PS,4,15.910867,74.377852,KA-04-0242
243,Tiruchirappalli Rural PS,4,15.970727,74.361497,KA-04-0243
244,Belagavi Market PS,4,15.807239,74.476906,KA-04-0244
245,Bally Traffic PS,4,15.869478,74.585456,KA-04-0245
246,Belagavi Rural PS,4,15.882548,74.462463,KA-04-0246
247,Belagavi West PS,4,15.973549,74.390635,KA-04-0247
248,Delhi North PS,4,15.837571,74.547752,KA-04-0248
249,Bikaner Market PS,4,15.785989,74.511679,KA-04-0249
250,Nanded Town PS,4,15.80337,74.523972,KA-04-0250
251,Suryapet West PS,4,15.906794,74.484751,KA-04-0251
252,Belagavi Women PS,4,15.815108,74.492662,KA-04-0252
253,Kishanganj Traffic PS,4,15.807388,74.436462,KA-04-0253
254,Belagavi Central PS,4,15.993083,74.545169,KA-04-0254
255,Belagavi Women PS,4,15.95922,74.581193,KA-04-0255
256,Gorakhpur City PS,4,15.923252,74.597552,KA-04-0256
257,Jalgaon Women PS,4,15.768736,74.58828,KA-04-0257
258,Uluberia Traffic PS,4,15.885967,74.551029,KA-04-0258
259,Chinsurah Central PS,4,15.903957,74.388734,KA-04-0259
260,Kalyan-Dombivli Town PS,4,15.893602,74.44038,KA-04-0260
261,Belagavi North PS,4,15.809158,74.387124,KA-04-0261
262,Bharatpur Women PS,4,15.824351,74.407938,KA-04-0262
263,Secunderabad Market PS,4,15.991147,74.506956,KA-04-0263
264,Kulti Women PS,4,15.776791,74.595107,KA-04-0264
265,Raichur North PS,4,15.788242,74.608819,KA-04-0265
266,Belagavi Market PS,4,15.988568,74.389927,KA-04-0266
267,Udupi Traffic PS,4,15.916965,74.641683,KA-04-0267
268,Patiala Railway PS,4,15.809433,74.584905,KA-04-0268
269,Belagavi City PS,4,15.736777,74.458276,KA-04-0269
270,Belgaum Central PS,4,15.875068,74.594425,KA-04-0270
271,Belagavi Cyber PS,4,15.769847,74.355207,KA-04-0271
272,Nagpur South PS,4,15.882725,74.541996,KA-04-0272
273,Thoothukudi West PS,4,15.972516,74.438357,KA-04-0273
274,Kalaburagi Economic Offences PS,5,17.193304,76.695464,KA-05-0274
275,Kalaburagi North PS,5,17.25014,76.845564,KA-05-0275
276,Kulti Economic Offences PS,5,17.380846,76.907242,KA-05-0276
277,Kozhikode South PS,5,17.402381,76.730657,KA-05-0277
278,Eluru Economic Offences PS,5,17.429808,76.868996,KA-05-0278
279,Kalaburagi Women PS,5,17.290859,76.817315,KA-05-0279
280,Nandyal Traffic PS,5,17.209506,76.890004,KA-05-0280
281,Kollam South PS,5,17.373148,76.702465,KA-05-0281
282,Kalaburagi Women PS,5,17.216348,76.93871,KA-05-0282
283,Kalaburagi North PS,5,17.243332,76.876148,KA-05-0283
284,Kalaburagi City PS,5,17.279753,76.980946,KA-05-0284
285,Etawah Market PS,5,17.200283,76.913847,KA-05-0285
286,Ambattur Traffic PS,5,17.423616,76.7542,KA-05-0286
287,Kalaburagi Market PS,5,17.449859,76.685151,KA-05-0287
288,Nagpur Railway PS,5,17.475958,76.846365,KA-05-0288
289,Kalaburagi Market PS,5,17.378017,76.692034,KA-05-0289
290,Silchar City PS,5,17.416229,76.860956,KA-05-0290
291,Kalaburagi City PS,5,17.19542,76.906815,KA-05-0291
292,Kalaburagi South PS,5,17.198767,76.818783,KA-05-0292
293,Alwar Cyber PS,5,17.212416,76.835452,KA-05-0293
294,Kalaburagi East PS,5,17.414668,76.944394,KA-05-0294
295,Alwar South PS,5,17.372702,76.693645,KA-05-0295
296,Danapur North PS,5,17.307582,76.716689,KA-05-0296
297,Jorhat Central PS,5,17.201747,76.708537,KA-05-0297
298,Kalaburagi East PS,5,17.217557,76.871595,KA-05-0298
299,Bhopal East PS,5,17.277256,76.982688,KA-05-0299
300,Kalaburagi South PS,5,17.331365,76.81336,KA-05-0300
301,Bhilwara Market PS,5,17.435538,76.879575,KA-05-0301
302,Amaravati Market PS,5,17.439348,76.813321,KA-05-0302
303,Agra Traffic PS,5,17.427926,76.803919,KA-05-0303
304,Kalaburagi Central PS,5,17.307729,76.883832,KA-05-0304
305,Kavali Cyber PS,5,17.385746,76.82658,KA-05-0305
306,Hapur Town PS,5,17.207669,76.713269,KA-05-0306
307,Junagadh Central PS,5,17.218735,76.702294,KA-05-0307
308,Kharagpur South PS,5,17.380704,76.807543,KA-05-0308
309,Rohtak Railway PS,5,17.404785,76.944728,KA-05-0309
310,Kalaburagi Central PS,5,17.265989,76.778035,KA-05-0310
311,Junagadh Town PS,5,17.243522,76.881321,KA-05-0311
312,Saharsa Traffic PS,5,17.284734,76.85118,KA-05-0312
313,Bharatpur Town PS,5,17.35193,76.926466,KA-05-0313
314,Coimbatore Railway PS,5,17.40993,76.870817,KA-05-0314
315,Satara West PS,5,17.187576,76.963025,KA-05-0315
316,Dewas Railway PS,5,17.188386,76.766281,KA-05-0316
317,Alappuzha Market PS,6,12.866047,74.707832,KA-06-0317
318,Dakshina Railway PS,6,12.961303,74.726876,KA-06-0318
319,Sambhal Central PS,6,12.773297,74.929834,KA-06-0319
320,Begusarai Traffic PS,6,12.900194,74.753223,KA-06-0320
321,Nellore Women PS,6,12.997151,74.876278,KA-06-0321
322,Nadiad Town PS,6,12.810774,74.932331,KA-06-0322
323,Tadepalligudem City PS,6,12.845731,74.904582,KA-06-0323
324,Machilipatnam North PS,6,12.888355,74.770671,KA-06-0324
325,Dakshina South PS,6,12.893074,74.790974,KA-06-0325
326,Avadi West PS,6,12.92218,74.798526,KA-06-0326
327,Bhagalpur Traffic PS,6,12.943897,74.708306,KA-06-0327
328,Adoni Women PS,6,12.994305,74.935248,KA-06-0328
329,Kirari Suleman Nagar Women PS,6,12.766419,74.930104,KA-06-0329
330,Dakshina Rural PS,6,12.923875,74.775033,KA-06-0330
331,Mango South PS,6,13.00596,74.727623,KA-06-0331
332,Sasaram Railway PS,6,12.894966,74.843926,KA-06-0332
333,Gulbarga Town PS,6,12.936828,74.87802,KA-06-0333
334,Anantapuram Central PS,6,12.850955,74.82751,KA-06-0334
335,Dakshina Cyber PS,6,13.048384,74.844029,KA-06-0335
336,Tiruchirappalli Central PS,6,12.790539,74.959345,KA-06-0336
337,Tirupati Traffic PS,6,12.884235,74.729594,KA-06-0337
338,Davanagere Railway PS,6,12.865954,74.805921,KA-06-0338
339,Dakshina Rural PS,6,12.954067,74.865181,KA-06-0339
340,Nagpur Traffic PS,6,12.868913,74.924214,KA-06-0340
341,Sambalpur Railway PS,6,12.808407,74.736841,KA-06-0341
342,Dakshina Women PS,6,12.94482,74.934065,KA-06-0342
343,Dakshina West PS,6,13.049488,74.894385,KA-06-0343
344,Phagwara North PS,6,12.992063,74.840672,KA-06-0344
345,Sirsa East PS,6,13.06006,74.802962,KA-06-0345
346,Ramgarh West PS,6,12.896029,74.846676,KA-06-0346
347,Yamunanagar West PS,6,12.846502,74.722852,KA-06-0347
348,Dakshina South PS,6,12.902623,74.717282,KA-06-0348
349,Silchar Cyber PS,6,12.787119,74.965275,KA-06-0349
350,Udupi Railway PS,7,13.369124,74.707445,KA-07-0350
351,Siliguri East PS,7,13.428445,74.860863,KA-07-0351
352,Aligarh North PS,7,13.362397,74.648572,KA-07-0352
353,Muzaffarnagar East PS,7,13.236158,74.610662,KA-07-0353
354,Kadapa Town PS,7,13.442113,74.886816,KA-07-0354
355,Dhanbad Town PS,7,13.242668,74.666423,KA-07-0355
356,Bhilai North PS,7,13.348121,74.775042,KA-07-0356
357,Guntur Cyber PS,7,13.275768,74.714731,KA-07-0357
358,Bettiah Cyber PS,7,13.20661,74.781366,KA-07-0358
359,Udupi Cyber PS,7,13.219252,74.795614,KA-07-0359
360,Udupi Women PS,7,13.44637,74.881423,KA-07-0360
361,Mango East PS,7,13.290909,74.766922,KA-07-0361
362,Motihari Rural PS,7,13.28397,74.788916,KA-07-0362
363,Kozhikode West PS,7,13.369412,74.873501,KA-07-0363
364,Hospet Women PS,7,13.383948,74.690643,KA-07-0364
365,Shahjahanpur Rural PS,7,13.439588,74.813732,KA-07-0365
366,Saharsa West PS,7,13.218936,74.793237,KA-07-0366
367,Mathura South PS,7,13.299679,74.646179,KA-07-0367
368,Gandhidham Traffic PS,7,13.420747,74.649702,KA-07-0368
369,Udupi Rural PS,7,13.279638,74.828536,KA-07-0369
370,Baranagar South PS,7,13.441436,74.857205,KA-07-0370
371,Darbhanga City PS,7,13.453818,74.777509,KA-07-0371
372,Imphal East PS,7,13.239574,74.841504,KA-07-0372
373,Durgapur Market PS,7,13.461697,74.808455,KA-07-0373
374,Ahmednagar City PS,7,13.393809,74.663359,KA-07-0374
375,Jamnagar North PS,7,13.416617,74.82724,KA-07-0375
376,Rajkot Traffic PS,7,13.28374,74.834687,KA-07-0376
377,Vellore North PS,7,13.249105,74.795592,KA-07-0377
378,Hosur East PS,7,13.329404,74.676632,KA-07-0378
379,Vijayanagaram Economic Offences PS,8,12.982798,75.994817,KA-08-0379
380,Tiruppur Traffic PS,8,12.89872,76.021201,KA-08-0380
381,Pali West PS,8,12.968564,76.226488,KA-08-0381
382,Ramgarh Central PS,8,13.11255,76.031719,KA-08-0382
383,Hassan Market PS,8,12.991996,76.100206,KA-08-0383
384,Morena Railway PS,8,13.141124,76.012811,KA-08-0384
385,Nagercoil North PS,8,13.136342,76.070669,KA-08-0385
386,Pali Economic Offences PS,8,12.927933,76.244558,KA-08-0386
387,Hassan Cyber PS,8,12.952805,75.975925,KA-08-0387
388,Siwan Central PS,8,13.094614,75.98748,KA-08-0388
389,Morbi Women PS,8,12.998936,76.195533,KA-08-0389
390,Darbhanga Market PS,8,12.99178,75.947775,KA-08-0390
391,Hassan Town PS,8,12.921896,75.991056,KA-08-0391
392,Shivpuri Central PS,8,12.984176,76.179052,KA-08-0392
393,Pali Traffic PS,8,12.871525,76.072148,KA-08-0393
394,Machilipatnam Market PS,8,12.876042,76.197206,KA-08-0394
395,Bhind North PS,8,12.862131,76.100813,KA-08-0395
396,Deoghar Traffic PS,8,12.944582,75.946669,KA-08-0396
397,Hassan Cyber PS,8,12.98217,76.145511,KA-08-0397
398,Singrauli Town PS,8,12.965381,76.232221,KA-08-0398
399,Gwalior South PS,8,13.153699,76.112446,KA-08-0399
400,Bhavnagar Economic Offences PS,8,12.87026,76.062264,KA-08-0400
401,Hassan Cyber PS,8,12.862073,76.182756,KA-08-0401
402,Hassan Cyber PS,8,13.054331,75.977299,KA-08-0402
403,South Dumdum East PS,8,12.956956,75.959501,KA-08-0403
404,Bhilwara South PS,8,13.050039,76.195315,KA-08-0404
405,Khammam West PS,8,13.065817,76.135721,KA-08-0405
406,Hassan Market PS,8,13.072014,76.229282,KA-08-0406
407,Hassan City PS,8,12.870342,76.006041,KA-08-0407
408,Malda City PS,8,12.950223,76.065667,KA-08-0408
409,Naihati Railway PS,8,12.933194,76.172187,KA-08-0409
410,Hassan Traffic PS,8,13.115842,75.960541,KA-08-0410
411,Alwar West PS,8,12.894543,76.056606,KA-08-0411
412,Nizamabad Economic Offences PS,8,13.125591,76.062193,KA-08-0412
413,Nandyal Rural PS,8,13.006457,76.223493,KA-08-0413
414,Hassan South PS,8,12.881983,76.07355,KA-08-0414
415,Panvel Economic Offences PS,8,13.103902,76.109842,KA-08-0415
416,Hassan Cyber PS,8,12.955576,76.034892,KA-08-0416
417,Etawah North PS,9,13.907735,75.625029,KA-09-0417
418,Coimbatore Cyber PS,9,13.997944,75.691582,KA-09-0418
419,Ludhiana East PS,9,13.862267,75.712108,KA-09-0419
420,Shivamogga City PS,9,13.971154,75.527093,KA-09-0420
421,Kollam Market PS,9,13.827896,75.427442,KA-09-0421
422,Jamnagar Railway PS,9,14.014294,75.42854,KA-09-0422
423,Shivamogga Town PS,9,13.973449,75.526745,KA-09-0423
424,Shivamogga East PS,9,13.825931,75.553077,KA-09-0424
425,Cuttack Cyber PS,9,14.008825,75.590277,KA-09-0425
